AHEC-2960C1,FOC1637Y3FJ,lanbase
AP7081.059f.19ca,FGL1548S2YF
Branch-Access1,FOC1537W1ZY,lanbase
Branch-Router1,FTX1840ALC1,ipbasek9,datak9
Branch-Router2,FTX1840ALBY,ipbasek9,datak9
Branch2-Router.yourdomain.com,FTX1840ALC0,ipbasek9
CAMPUS-Access1,FOC1703V36B,Ipservices,Adder apcount
CAMPUS-Core1,FXS1825Q1PA
CAMPUS-Core2,FXS1825Q1P8
CAMPUS-Dist1,FOX1524GV2Z,entservices
CAMPUS-Dist2,FOX1525G5S1
CAMPUS-Router1,FTX1842AHM2,ipbasek9
CAMPUS-Router2,FTX1842AHM1,ipbasek9
Campus-WLC-5508,FCW1630L0JG
